SelectVenue,TasteofFood,QualityofFood,ManuVariety,ValuefortheMoney,OrderAccuracy,SpeedofService,Ambiance,OverallSatisfaction,Recomendation
BandhanMarriageHall,Excellent,Excellent,Excellent,Good,Good,Fair,Good,Excellent,Definitelyyes
PearlMarriageHall,Fair,Good,Excellent,Good,Good,Excellent,Fair,Excellent,Definitelyyes
GulistanMarriageHall,Excellent,Good,Excellent,Good,Fair,Good,Good,Fair,Probablyyes
FaisalabadMarriageHall,Excellent,Good,Excellent,Good,Fair,Good,Good,Excellent,Definitelyyes
GulistanMarriageHall,Good,Excellent,Excellent,Good,Excellent,Good,Fair,Excellent,Definitelyyes
QuilimMarquee,Good,Good,Excellent,Good,Excellent,Good,Fair,Excellent,Definitelyyes
KoheToorMarquee,Good,Fair,Excellent,Good,Fair,Fair,Excellent,Good,Probablyyes
WeddingMarquee,Poor,Fair,Poor,Fair,Good,Fair,Poor,Poor,Definitelyno
JumeirahPalace,Poor,Good,Good,Fair,Good,Good,Fair,Fair,Probablyno
TamaseelMarriageHall,Good,Excellent,Good,Fair,Excellent,Good,Fair,Good,Probablyyes
GulistanMarriageHall,Excellent,Good,Good,Excellent,Good,Fair,Good,Excellent,Definitelyyes
PearlMarriageHall,Good,Excellent,Excellent,Good,Good,Excellent,Good,Good,Definitelyyes
LaraibBanquet,Fair,Poor,Good,Fair,Fair,Poor,Poor,Poor,Definitelyno
CrystalsBanquetHall,Good,Good,Fair,Fair,Good,Fair,Good,Fair,Probablyno
TamaseelMarriageHall,Good,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Excellent,Probablyyes
CrystalsBanquetHall,Excellent,Fair,Excellent,Fair,Excellent,Excellent,Excellent,Fair,Probablyyes
PearlMarriageHall,Poor,Fair,Good,Good,Fair,Good,Fair,Fair,Probablyno
GulistanMarriageHall,Excellent,Fair,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Poor,Fair,Fair,Good,Fair,Good,Fair,Probablyno
KhayyamBanquetHall,Good,Fair,Poor,Poor,Fair,Poor,Fair,Poor,Definitelyno
TheSheratonMarquee,Excellent,Fair,Fair,Fair,Good,Poor,Good,Fair,Probablyno
SevenSeasMarquee,Good,Excellent,Good,Good,Fair,Fair,Good,Good,Probablyyes
TamaseelMarriageHall,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Good,Probablyyes
CrystalsBanquetHall,Good,Fair,Fair,Fair,Good,Poor,Good,Poor,Definitelyno
PearlMarriageHall,Fair,Fair,Good,Good,Fair,Fair,Good,Fair,Probablyno
CrystalsBanquetHall,Good,Fair,Excellent,Excellent,Good,Excellent,Good,Excellent,Probablyyes
SevenSeasMarquee,Fair,Good,Good,Good,Fair,Good,Fair,Fair,Probablyno
FaisalabadMarriageHall,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Probablyyes
LaraibBanquet,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
CrownPalaceMarquee,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
BandhanMarriageHall,Good,Good,Good,Good,Excellent,Fair,Good,Good,Probablyyes
KhayyamBanquetHall,Good,Fair,Excellent,Good,Fair,Good,Excellent,Good,Definitelyyes
JumeirahPalace,Fair,Good,Good,Fair,Excellent,Good,Fair,Good,Probablyyes
CrystalsBanquetHall,Good,Fair,Excellent,Excellent,Fair,Good,Good,Excellent,Probablyyes
StarMarquee,Fair,Good,Fair,Good,Fair,Poor,Fair,Fair,Probablyno
PearlMarriageHall,Good,Fair,Fair,Poor,Fair,Fair,Good,Fair,Definitelyno
PearlMarriageHall,Good,Excellent,Good,Good,Good,Fair,Fair,Good,Probablyyes
RoyalPalmMarquee,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Poor,Good,Good,Fair,Good,Poor,Fair,Fair,Probablyno
QuilimMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
LayalpurMarquee,Good,Excellent,Excellent,Good,Excellent,Fair,Good,Excellent,Definitelyyes
VictoriaMarquee,Fair,Good,Excellent,Good,Good,Excellent,Good,Good,Probablyyes
TheRoyalBanquet,Good,Good,Excellent,Good,Fair,Good,Excellent,Good,Definitelyyes
KhayyamBanquetHall,Good,Good,Good,Good,Fair,Good,Good,Good,Probablyyes
RoyalPalmMarquee,Good,Excellent,Excellent,Good,Fair,Fair,Good,Excellent,Definitelyyes
LayalpurMarquee,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Excellent,Excellent,Good,Good,Good,Excellent,Good,Good,Definitelyyes
TheCastleMarquee,Excellent,Excellent,Fair,Fair,Good,Fair,Excellent,Fair,Probablyno
PearlMarriageHall,Good,Good,Excellent,Excellent,Fair,Good,Good,Excellent,Definitelyyes
RoyalPalmMarquee,Fair,Fair,Good,Fair,Fair,Poor,Poor,Poor,Definitelyno
TheSheratonMarquee,Excellent,Excellent,Excellent,Excellent,Good,Fair,Excellent,Good,Probablyyes
TheSheratonMarquee,Poor,Good,Good,Good,Fair,Good,Fair,Fair,Probablyno
ParadiseGrandMarquee,Good,Good,Fair,Fair,Good,Good,Fair,Fair,Probablyno
LayalpurMarquee,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Definitelyyes
WeddingMarquee,Good,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Probablyyes
CrystalsBanquetHall,Good,Excellent,Excellent,Good,Fair,Good,Excellent,Excellent,Definitelyyes
RoyalPalmMarquee,Excellent,Good,Excellent,Excellent,Good,Fair,Excellent,Excellent,Probablyyes
TheRoyalBanquet,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Definitelyyes
TheCastleMarquee,Excellent,Excellent,Excellent,Good,Fair,Good,Fair,Excellent,Definitelyyes
TheCastleMarquee,Good,Excellent,Excellent,Good,Excellent,Good,Fair,Good,Probablyyes
TheCastleMarquee,Good,Good,Excellent,Good,Fair,Good,Fair,Good,Probablyyes
LayalpurMarquee,Excellent,Excellent,Fair,Fair,Good,Excellent,Good,Good,Probablyno
ParadiseGrandMarquee,Excellent,Excellent,Fair,Good,Excellent,Good,Good,Good,Probablyyes
ParadiseGrandMarquee,Good,Good,Fair,Fair,Good,Fair,Good,Good,Probablyyes
WeddingMarquee,Excellent,Fair,Excellent,Excellent,Good,Good,Excellent,Excellent,Definitelyyes
FaisalabadMarriageHall,Good,Excellent,Excellent,Good,Fair,Good,Fair,Good,Probablyyes
RoyalPalaceMarquee,Excellent,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Definitelyyes
KhayyamBanquetHall,Good,Excellent,Excellent,Good,Fair,Good,Good,Excellent,Definitelyyes
JumeirahPalace,Fair,Good,Good,Good,Excellent,Good,Good,Good,Probablyyes
WeddingMarquee,Good,Excellent,Excellent,Excellent,Excellent,Fair,Good,Excellent,Probablyyes
RoyalPalmMarquee,Fair,Good,Good,Good,Good,Fair,Good,Good,Probablyyes
JumeirahPalace,Excellent,Excellent,Good,Excellent,Fair,Good,Fair,Excellent,Definitelyyes
LayalpurMarquee,Excellent,Good,Good,Excellent,Good,Fair,Good,Good,Probablyyes
QuilimMarquee,Fair,Excellent,Excellent,Excellent,Good,Good,Good,Good,Probablyyes
BandhanMarriageHall,Fair,Good,Excellent,Good,Excellent,Fair,Good,Excellent,Definitelyyes
TheSheratonMarquee,Excellent,Good,Good,Good,Good,Excellent,Excellent,Good,Probablyyes
CrownPalaceMarquee,Good,Excellent,Excellent,Good,Fair,Fair,Good,Good,Definitelyyes
FaisalabadMarriageHall,Excellent,Excellent,Excellent,Excellent,Fair,Poor,Excellent,Excellent,Probablyyes
TheRoyalBanquet,Good,Good,Excellent,Good,Excellent,Good,Fair,Excellent,Definitelyyes
KoheToorMarquee,Good,Fair,Good,Good,Fair,Fair,Good,Good,Probablyyes
ParadiseGrandMarquee,Fair,Fair,Good,Fair,Good,Poor,Poor,Fair,Definitelyno
FaisalabadMarriageHall,Fair,Good,Good,Fair,Excellent,Fair,Good,Good,Probablyyes
TamaseelMarriageHall,Fair,Good,Excellent,Good,Fair,Good,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Excellent,Excellent,Good,Good,Fair,Good,Excellent,Definitelyyes
BandhanMarriageHall,Fair,Good,Excellent,Good,Good,Fair,Good,Good,Probablyyes
BandhanMarriageHall,Fair,Excellent,Excellent,Good,Fair,Good,Good,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Excellent,Excellent,Excellent,Good,Fair,Fair,Excellent,Definitelyyes
FaisalabadMarriageHall,Fair,Good,Excellent,Good,Good,Excellent,Good,Excellent,Definitelyyes
KoheToorMarquee,Fair,Excellent,Excellent,Good,Good,Fair,Good,Excellent,Definitelyyes
WeddingMarquee,Fair,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Definitelyyes
GulistanMarriageHall,Poor,Good,Excellent,Good,Fair,Good,Fair,Good,Probablyyes
TamaseelMarriageHall,Fair,Good,Good,Good,Fair,Fair,Good,Good,Probablyyes
BandhanMarriageHall,Good,Good,Excellent,Good,Fair,Good,Fair,Excellent,Definitelyyes
KhayyamBanquetHall,Fair,Excellent,Excellent,Good,Fair,Good,Good,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Excellent,Excellent,Good,Excellent,Fair,Fair,Excellent,Definitelyyes
BandhanMarriageHall,Good,Excellent,Excellent,Good,Good,Fair,Good,Excellent,Definitelyyes
TamaseelMarriageHall,Fair,Good,Excellent,Good,Good,Fair,Good,Good,Definitelyyes
QuilimMarquee,Fair,Excellent,Excellent,Good,Excellent,Fair,Good,Excellent,Definitelyyes
SevenSeasMarquee,Good,Good,Excellent,Good,Good,Good,Good,Good,Probablyyes
TamaseelMarriageHall,Excellent,Fair,Good,Good,Fair,Fair,Good,Good,Probablyyes
PearlMarriageHall,Good,Excellent,Excellent,Excellent,Excellent,Good,Fair,Excellent,Definitelyyes
TheSheratonMarquee,Fair,Good,Good,Good,Excellent,Good,Good,Good,Probablyyes
TamaseelMarriageHall,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Definitelyyes
TheRoyalBanquet,Good,Good,Excellent,Good,Excellent,Good,Fair,Good,Probablyyes
JumeirahPalace,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Definitelyyes
GulistanMarriageHall,Good,Excellent,Excellent,Good,Good,Excellent,Good,Good,Definitelyyes
BandhanMarriageHall,Good,Good,Excellent,Excellent,Fair,Good,Fair,Good,Probablyyes
FaisalabadMarriageHall,Fair,Fair,Good,Good,Good,Fair,Good,Good,Probablyyes
StarMarquee,Fair,Good,Fair,Good,Excellent,Excellent,Excellent,Good,Definitelyyes
JumeirahPalace,Poor,Good,Good,Good,Good,Fair,Good,Good,Probablyyes
VictoriaMarquee,Fair,Good,Good,Good,Good,Fair,Fair,Good,Probablyyes
RoyalPalmMarquee,Fair,Fair,Fair,Fair,Good,Good,Good,Fair,Probablyyes
KoheToorMarquee,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Definitelyyes
ParadiseGrandMarquee,Fair,Good,Good,Good,Excellent,Excellent,Good,Good,Probablyyes
LayalpurMarquee,Good,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Probablyyes
TamaseelMarriageHall,Good,Excellent,Excellent,Good,Good,Good,Fair,Excellent,Probablyyes
VictoriaMarquee,Good,Excellent,Good,Excellent,Good,Good,Excellent,Good,Probablyyes
CrystalsBanquetHall,Excellent,Good,Fair,Good,Excellent,Fair,Good,Fair,Probablyno
SevenSeasMarquee,Excellent,Good,Excellent,Good,Excellent,Good,Good,Excellent,Probablyyes
WeddingMarquee,Good,Fair,Fair,Good,Fair,Fair,Fair,Good,Probablyyes
KoheToorMarquee,Good,Good,Good,Fair,Good,Excellent,Fair,Excellent,Probablyyes
KhayyamBanquetHall,Excellent,Good,Good,Fair,Good,Excellent,Excellent,Good,Definitelyyes
KhayyamBanquetHall,Good,Fair,Good,Good,Good,Fair,Good,Good,Probablyyes
WeddingMarquee,Good,Good,Good,Excellent,Excellent,Good,Good,Excellent,Probablyyes
TheCastleMarquee,Good,Excellent,Good,Excellent,Good,Fair,Excellent,Good,Definitelyyes
KoheToorMarquee,Good,Fair,Good,Excellent,Excellent,Good,Good,Good,Definitelyyes
JumeirahPalace,Good,Fair,Good,Excellent,Good,Excellent,Good,Good,Definitelyyes
SevenSeasMarquee,Good,Good,Good,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
TheRoyalBanquet,Excellent,Fair,Excellent,Good,Good,Good,Excellent,Good,Definitelyyes
VictoriaMarquee,Good,Good,Good,Excellent,Excellent,Good,Excellent,Good,Definitelyyes
CrownPalaceMarquee,Excellent,Good,Good,Good,Fair,Good,Good,Good,Probablyyes
ParadiseGrandMarquee,Excellent,Good,Good,Good,Excellent,Good,Fair,Excellent,Definitelyyes
LaraibBanquet,Excellent,Good,Good,Good,Excellent,Good,Good,Excellent,Definitelyyes
KhayyamBanquetHall,Good,Good,Good,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
GulistanMarriageHall,Good,Good,Good,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
LayalpurMarquee,Good,Good,Good,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
TheRoyalBanquet,Good,Good,Good,Good,Good,Excellent,Good,Good,Definitelyyes
TheRoyalBanquet,Excellent,Excellent,Good,Excellent,Good,Good,Fair,Excellent,Definitelyyes
JumeirahPalace,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Good,Definitelyyes
CrownPalaceMarquee,Good,Excellent,Fair,Excellent,Good,Fair,Fair,Fair,Probablyno
TheRoyalBanquet,Good,Excellent,Good,Excellent,Good,Good,Excellent,Excellent,Probablyyes
VictoriaMarquee,Excellent,Good,Good,Good,Excellent,Good,Excellent,Good,Definitelyyes
VictoriaMarquee,Good,Excellent,Good,Excellent,Good,Good,Good,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Probablyyes
TheRoyalBanquet,Excellent,Good,Good,Good,Fair,Fair,Fair,Fair,Probablyno
TheSheratonMarquee,Excellent,Good,Good,Good,Good,Excellent,Good,Excellent,Probablyyes
StarMarquee,Good,Good,Good,Excellent,Excellent,Good,Excellent,Good,Probablyyes
JumeirahPalace,Good,Good,Good,Excellent,Good,Good,Excellent,Good,Probablyyes
ParadiseGrandMarquee,Fair,Excellent,Good,Good,Fair,Good,Good,Good,Definitelyyes
BandhanMarriageHall,Excellent,Poor,Good,Good,Excellent,Good,Good,Excellent,Definitelyyes
CrystalsBanquetHall,Fair,Fair,Good,Fair,Excellent,Fair,Good,Good,Definitelyyes
RoyalPalaceMarquee,Excellent,Good,Good,Good,Excellent,Good,Excellent,Good,Definitelyyes
LayalpurMarquee,Excellent,Good,Good,Good,Excellent,Good,Good,Excellent,Probablyyes
KhayyamBanquetHall,Excellent,Good,Good,Good,Good,Excellent,Fair,Excellent,Probablyyes
GulistanMarriageHall,Good,Excellent,Good,Excellent,Good,Excellent,Poor,Excellent,Definitelyyes
LaraibBanquet,Good,Good,Good,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
QuilimMarquee,Good,Excellent,Good,Excellent,Good,Excellent,Good,Good,Definitelyyes
RoyalPalaceMarquee,Good,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Definitelyyes
PearlMarriageHall,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Good,Fair,Good,Fair,Good,Excellent,Fair,Fair,Probablyno
SevenSeasMarquee,Good,Good,Excellent,Excellent,Excellent,Good,Good,Good,Probablyyes
TheCastleMarquee,Fair,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Probablyyes
ParadiseGrandMarquee,Poor,Poor,Poor,Poor,Fair,Fair,Good,Poor,Definitelyno
TamaseelMarriageHall,Fair,Good,Good,Good,Excellent,Excellent,Good,Fair,Probablyno
PearlMarriageHall,Good,Poor,Good,Fair,Fair,Good,Fair,Good,Probablyyes
PearlMarriageHall,Fair,Poor,Good,Good,Good,Fair,Good,Good,Probablyyes
CrystalsBanquetHall,Fair,Poor,Poor,Poor,Good,Good,Fair,Fair,Probablyno
CrystalsBanquetHall,Excellent,Good,Excellent,Excellent,Good,Good,Good,Excellent,Definitelyyes
CrystalsBanquetHall,Good,Fair,Good,Good,Fair,Fair,Fair,Fair,Probablyyes
LaraibBanquet,Good,Excellent,Fair,Fair,Excellent,Excellent,Excellent,Excellent,Definitelyyes
CrownPalaceMarquee,Excellent,Excellent,Good,Excellent,Excellent,Good,Good,Good,Probablyyes
JumeirahPalace,Excellent,Good,Good,Good,Good,Excellent,Good,Fair,Probablyyes
StarMarquee,Good,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Probablyno
PearlMarriageHall,Excellent,Fair,Good,Good,Good,Good,Good,Good,Probablyyes
PearlMarriageHall,Good,Fair,Good,Good,Excellent,Good,Good,Excellent,Definitelyyes
RoyalPalmMarquee,Fair,Good,Good,Fair,Good,Excellent,Good,Excellent,Probablyyes
QuilimMarquee,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Good,Definitelyyes
CrystalsBanquetHall,Fair,Fair,Fair,Fair,Poor,Poor,Fair,Poor,Probablyno
LayalpurMarquee,Excellent,Excellent,Fair,Good,Fair,Excellent,Good,Good,Probablyyes
VictoriaMarquee,Fair,Poor,Good,Good,Fair,Fair,Fair,Fair,Probablyyes
TheRoyalBanquet,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Definitelyyes
TheRoyalBanquet,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Good,Probablyyes
QuilimMarquee,Good,Fair,Good,Good,Fair,Fair,Good,Good,Probablyyes
TheSheratonMarquee,Good,Excellent,Good,Good,Good,Excellent,Good,Good,Probablyyes
RoyalPalmMarquee,Fair,Fair,Good,Fair,Fair,Fair,Fair,Fair,Probablyno
LayalpurMarquee,Fair,Good,Good,Poor,Good,Fair,Fair,Good,Probablyyes
CrownPalaceMarquee,Good,Fair,Good,Good,Good,Good,Good,Good,Definitelyyes
ParadiseGrandMarquee,Excellent,Good,Good,Good,Excellent,Fair,Excellent,Good,Probablyyes
TheSheratonMarquee,Fair,Poor,Excellent,Good,Fair,Good,Excellent,Good,Definitelyyes
TheSheratonMarquee,Good,Good,Fair,Excellent,Fair,Excellent,Excellent,Fair,Probablyyes
LayalpurMarquee,Good,Good,Good,Good,Excellent,Excellent,Good,Excellent,Probablyyes
PearlMarriageHall,Fair,Poor,Fair,Poor,Fair,Poor,Fair,Poor,Probablyno
TamaseelMarriageHall,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Definitelyyes
TheCastleMarquee,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Definitelyyes
TheCastleMarquee,Good,Fair,Good,Excellent,Good,Excellent,Good,Fair,Definitelyyes
LayalpurMarquee,Excellent,Good,Fair,Good,Fair,Good,Excellent,Fair,Probablyyes
ParadiseGrandMarquee,Good,Fair,Good,Fair,Fair,Good,Excellent,Fair,Probablyyes
ParadiseGrandMarquee,Fair,Fair,Excellent,Good,Good,Excellent,Good,Fair,Definitelyyes
JumeirahPalace,Excellent,Fair,Excellent,Good,Fair,Good,Good,Excellent,Probablyyes
RoyalPalaceMarquee,Good,Fair,Good,Excellent,Good,Fair,Excellent,Good,Probablyyes
KhayyamBanquetHall,Fair,Good,Excellent,Good,Excellent,Good,Fair,Good,Probablyyes
JumeirahPalace,Excellent,Good,Good,Fair,Fair,Good,Excellent,Fair,Definitelyyes
LaraibBanquet,Good,Fair,Good,Fair,Excellent,Good,Fair,Good,Probablyyes
WeddingMarquee,Poor,Poor,Good,Fair,Good,Fair,Fair,Poor,Probablyno
KhayyamBanquetHall,Fair,Good,Excellent,Good,Excellent,Good,Fair,Good,Definitelyyes
FaisalabadMarriageHall,Good,Excellent,Good,Excellent,Good,Excellent,Fair,Good,Definitelyyes
LayalpurMarquee,Good,Excellent,Excellent,Good,Good,Good,Excellent,Good,Probablyyes
TheRoyalBanquet,Excellent,Good,Excellent,Excellent,Good,Good,Good,Excellent,Probablyyes
QuilimMarquee,Fair,Fair,Good,Fair,Good,Fair,Good,Fair,Probablyyes
BandhanMarriageHall,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Good,Probablyyes
TheSheratonMarquee,Fair,Fair,Excellent,Fair,Fair,Fair,Fair,Fair,Probablyyes
CrownPalaceMarquee,Fair,Good,Excellent,Good,Good,Fair,Fair,Good,Probablyyes
LayalpurMarquee,Excellent,Good,Good,Good,Fair,Good,Fair,Excellent,Definitelyyes
KhayyamBanquetHall,Fair,Good,Good,Fair,Fair,Poor,Fair,Good,Probablyno
TheRoyalBanquet,Poor,Fair,Fair,Good,Fair,Poor,Fair,Fair,Definitelyno
JumeirahPalace,Good,Poor,Good,Fair,Fair,Poor,Fair,Poor,Probablyno
TheRoyalBanquet,Excellent,Fair,Good,Fair,Excellent,Good,Fair,Good,Probablyyes
GulistanMarriageHall,Fair,Good,Good,Excellent,Excellent,Good,Fair,Good,Probablyyes
CrystalsBanquetHall,Fair,Good,Good,Excellent,Excellent,Good,Fair,Good,Definitelyyes
TamaseelMarriageHall,Excellent,Good,Good,Excellent,Fair,Good,Excellent,Excellent,Definitelyyes
PearlMarriageHall,Good,Fair,Excellent,Fair,Excellent,Fair,Good,Good,Probablyyes
KhayyamBanquetHall,Good,Poor,Good,Fair,Fair,Good,Fair,Fair,Probablyno
CrystalsBanquetHall,Good,Poor,Good,Fair,Fair,Poor,Poor,Poor,Definitelyno
FaisalabadMarriageHall,Good,Fair,Good,Excellent,Good,Excellent,Good,Fair,Probablyyes
GulistanMarriageHall,Good,Fair,Good,Excellent,Good,Excellent,Good,Fair,Probablyyes
QuilimMarquee,Poor,Fair,Good,Fair,Good,Fair,Poor,Fair,Probablyno
KoheToorMarquee,Fair,Good,Excellent,Good,Excellent,Good,Fair,Excellent,Definitelyyes
WeddingMarquee,Good,Fair,Fair,Poor,Poor,Fair,Good,Fair,Probablyno
JumeirahPalace,Good,Fair,Good,Excellent,Fair,Good,Good,Fair,Probablyyes
CrystalsBanquetHall,Good,Good,Fair,Good,Fair,Poor,Fair,Good,Probablyno
TamaseelMarriageHall,Excellent,Good,Good,Fair,Fair,Good,Fair,Good,Definitelyyes
BandhanMarriageHall,Good,Poor,Good,Fair,Good,Poor,Fair,Poor,Definitelyno
PearlMarriageHall,Poor,Fair,Good,Fair,Good,Fair,Poor,Fair,Probablyno
QuilimMarquee,Good,Excellent,Good,Fair,Good,Good,Fair,Good,Definitelyyes
SevenSeasMarquee,Poor,Fair,Good,Fair,Good,Poor,Fair,Poor,Definitelyno
FaisalabadMarriageHall,Fair,Good,Good,Fair,Fair,Poor,Fair,Fair,Probablyyes
TheSheratonMarquee,Good,Fair,Fair,Good,Poor,Poor,Fair,Poor,Definitelyno
PearlMarriageHall,Fair,Good,Fair,Good,Fair,Fair,Good,Fair,Probablyno
TamaseelMarriageHall,Excellent,Good,Good,Fair,Fair,Good,Excellent,Good,Definitelyyes
BandhanMarriageHall,Good,Good,Excellent,Good,Fair,Good,Good,Excellent,Definitelyyes
TamaseelMarriageHall,Fair,Good,Excellent,Good,Excellent,Good,Good,Excellent,Definitelyyes
LaraibBanquet,Good,Good,Good,Excellent,Fair,Good,Excellent,Excellent,Definitelyyes
JumeirahPalace,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Good,Definitelyyes
QuilimMarquee,Good,Fair,Fair,Good,Good,Fair,Good,Good,Probablyyes
RoyalPalmMarquee,Excellent,Good,Excellent,Good,Fair,Good,Excellent,Good,Probablyyes
VictoriaMarquee,Good,Fair,Excellent,Good,Good,Excellent,Excellent,Excellent,Definitelyyes
ParadiseGrandMarquee,Fair,Good,Excellent,Good,Good,Excellent,Good,Fair,Probablyyes
CrystalsBanquetHall,Fair,Fair,Excellent,Good,Excellent,Good,Fair,Good,Probablyyes
RoyalPalmMarquee,Good,Fair,Poor,Fair,Poor,Poor,Fair,Poor,Definitelyno
BandhanMarriageHall,Good,Good,Good,Fair,Fair,Poor,Good,Fair,Probablyno
TamaseelMarriageHall,Fair,Poor,Fair,Good,Fair,Good,Poor,Fair,Definitelyno
BandhanMarriageHall,Good,Fair,Good,Excellent,Good,Excellent,Good,Excellent,Definitelyyes
TheCastleMarquee,Fair,Poor,Good,Fair,Poor,Fair,Poor,Poor,Definitelyno
TheSheratonMarquee,Good,Fair,Fair,Fair,Good,Good,Good,Fair,Probablyno
SevenSeasMarquee,Fair,Excellent,Good,Good,Fair,Fair,Poor,Fair,Probablyno
QuilimMarquee,Good,Good,Fair,Fair,Excellent,Excellent,Good,Good,Probablyno
KoheToorMarquee,Fair,Good,Good,Good,Fair,Poor,Fair,Fair,Probablyno
KhayyamBanquetHall,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Definitelyyes
TheCastleMarquee,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Fair,Excellent,Definitelyyes
VictoriaMarquee,Excellent,Good,Good,Good,Excellent,Fair,Excellent,Good,Probablyyes
KoheToorMarquee,Good,Poor,Fair,Fair,Good,Excellent,Fair,Fair,Probablyno
